Countries,Indicators,,2010,2011,2012,2013,2014,2015,2016,2017
Madagascar,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.3203487,5.1855302,4.4098258,4.2299709,5.0826573,5.7211685,6.1171675,5.5020380
Madagascar,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,36.4995117,28.4825287,32.5142822,33.7258720,26.9817448,24.3792038,22.0372162,24.6854115
Madagascar,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,15.9502564,26.5951195,19.8746510,21.0901737,25.7051735,28.7988129,27.0296135,22.9964905
Madagascar,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.1358657,1.9595799,1.7389784,1.5283915,2.0510514,2.3224785,2.8187230,2.5793822
Madagascar,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,14.0427542,14.0605030,13.4418936,14.8849230,14.7301731,15.2051601,16.1173439,17.1714745
Madagascar,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,357.3374980","1,367.5407642","1,397.2418029","1,414.9148860","1,449.7916789","1,464.5067716","1,501.5182808","1,553.7437618"
Malawi,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.2413831,7.4937515,8.4789858,11.5791073,9.7120504,9.3333406,9.6936340,9.6482315
Malawi,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,10.9277229,8.9616432,10.2416258,6.7059636,8.1828880,10.9818955,11.3683376,10.5903873
Malawi,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,62.7651825,64.4184265,70.7882004,68.2517777,63.0359764,53.5009079,53.7908135,52.4332047
Malawi,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.5938023,1.6225718,1.3466535,2.0867274,2.2078927,2.6739931,2.7186246,2.9568009
Malawi,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,27.5045357,23.9317513,26.5184174,29.6304054,26.0243835,27.6379681,27.8107052,30.2471752
Malawi,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,011.8309756","1,051.1858446","1,059.6984978","1,101.5330620","1,152.1736351","1,167.9983207","1,182.8222029","1,190.0523061"
Mali,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.6089978,3.9454982,3.6818810,3.9685636,4.4815631,4.1114335,3.7753816,3.7939851
Mali,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,57.1165543,50.8813667,45.5979080,34.8100739,33.5511742,34.1712456,35.7505570,35.1130142
Mali,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,26.4528542,31.3558617,40.7215614,42.0589523,44.3445854,41.3154030,30.2282772,27.9864674
Mali,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.6597902,0.6048809,0.4072879,0.8158382,0.8917335,0.9192738,1.2092826,1.3253741
Mali,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20.2611485,20.5617962,15.5310946,19.7591648,20.0176792,20.9386501,22.2678528,22.9096775
Mali,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,833.6810049","1,874.7032919","1,839.5585851","1,859.1557322","1,970.9517727","2,049.7153869","2,128.0748011","2,218.3259822"
Mauritania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.4215908,3.2391615,3.4178474,3.6925056,4.2846875,4.7432475,4.1308241,4.4031515
Mauritania,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,62.6217957,58.3760605,55.2563324,49.9451103,47.2841072,47.3193092,52.7760849,49.5454826
Mauritania,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,5.9122944,5.3405366,5.2762370,8.7559223,10.2199059,8.5611754,2.4164178,6.9787769
Mauritania,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.9492217,0.9816979,1.1546285,1.3868735,1.5366571,1.8157271,1.6417699,1.7084678
Mauritania,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,22.4775848,22.3067455,27.7087059,25.7544880,29.4564972,32.8326836,28.5213051,28.1664524
Mauritania,Gross Domestic Product (GDP) per Capita in PPP Int$,,"3,249.1000347","3,371.9875914","3,528.9795039","3,697.6711961","3,862.6011695","3,835.5981789","3,813.1997601","3,864.2626432"
Mauritius,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.5798211,4.3078289,4.2767506,4.6830363,5.4939961,5.6999588,5.7067857,5.7187209
Mauritius,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,52.3168564,53.0715332,51.6131821,53.1803474,50.1802445,49.5767250,48.1607781,48.8656502
Mauritius,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.8830674,3.9285529,2.1639760,1.4186547,0.4575892,2.5990019,0.2260326,0.8282201
Mauritius,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.0217030,1.7717099,1.9007318,1.9576905,2.4763041,2.3754907,2.5174034,2.4514575
Mauritius,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,24.3699608,24.0649395,22.8479595,24.4491768,23.5202599,25.1150913,25.1986713,24.5920448
Mauritius,Gross Domestic Product (GDP) per Capita in PPP Int$,,"15,642.8928865","16,580.0539571","17,456.0445056","18,331.1968831","19,347.7264831","20,213.4392121","21,173.7569134","22,347.8560887"
Mozambique,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.1222291,4.4838266,5.2238817,5.4238467,5.9676466,5.2685165,5.1467333,4.9411984
Mozambique,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,8.2586851,9.1979132,8.1013851,7.5470476,6.3746266,6.9932842,7.5137811,7.3953347
Mozambique,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,77.2025223,79.9847031,64.3651581,61.5482750,58.6482163,60.1785049,61.4659843,61.1730042
Mozambique,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.6714478,0.4062359,1.3627939,1.5926000,1.9831823,1.6432762,1.5168821,1.4756206
Mozambique,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,29.9148293,32.1746330,30.8372707,34.1451149,42.5191383,35.2316017,32.5217285,31.6370907
Mozambique,Gross Domestic Product (GDP) per Capita in PPP Int$,,898.9849518,954.8002809,"1,013.1918403","1,072.9356374","1,141.0332775","1,194.2468387","1,217.1571558","1,250.2445290"
Namibia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.7187367,9.8224258,9.5065031,8.9260750,8.3902826,9.9356394,9.1103067,8.5509567
Namibia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,9.2849903,10.3129759,10.6329517,9.6019745,8.8006382,7.1632886,7.5003362,7.7341952
Namibia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,14.2691908,10.6362972,7.7330551,6.2164311,5.8670769,5.5819635,6.7794399,4.0113244
Namibia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.9876587,4.0920992,3.8705275,3.9984014,3.7736991,4.0986128,4.1550384,3.9456737
Namibia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33.4689293,38.4716110,35.0407982,36.6334953,40.6095314,42.4911575,39.6916847,37.0404358
Namibia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"8,287.7045839","8,721.2981830","9,139.1735424","9,598.7466404","10,162.5184024","10,651.2574883","10,600.1530233","10,470.8700585"
Niger,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.8688803,6.6486249,5.8365097,5.9430132,5.8513475,7.1380334,6.1646400,7.7399626
Niger,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,55.8891411,57.7374458,60.8064957,56.5436859,54.6735420,51.6856499,58.5104065,47.8285141
Niger,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,12.2474937,10.7340517,13.1738710,11.8497391,13.4811688,24.9277821,15.3768301,16.5226994
Niger,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.7949293,1.7358105,1.4091330,1.7836223,1.6778829,1.4838562,1.4973182,2.5871699
Niger,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20.6218281,19.4095440,22.5492992,27.1970387,31.0565319,32.3562126,26.3342114,26.8081245
Niger,Gross Domestic Product (GDP) per Capita in PPP Int$,,797.5359128,801.6042573,879.4116357,906.4790637,955.7879011,974.4373038,"1,000.5295159","1,018.7600786"
Nigeria,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.2965329,3.3207793,3.3598428,3.4206932,3.3484037,3.5819497,3.6477368,3.7555385
Nigeria,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,76.8774872,74.7251434,72.8443298,70.9267349,71.8541946,71.8900833,75.1870346,77.2248001
Nigeria,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,6.2574005,7.8574538,8.4189119,12.4429436,12.2796755,9.9157400,10.3171196,7.9109216
Nigeria,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.4484703,0.4793773,0.5443668,0.4892784,0.4459319,0.5890784,0.4749694,0.5326577
Nigeria,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,16.6446705,17.3511486,14.0523300,13.3751812,12.6436319,11.0735025,9.4906559,11.5758715
Nigeria,Gross Domestic Product (GDP) per Capita in PPP Int$,,"5,057.1400231","5,259.2954976","5,408.3759497","5,696.0604584","6,008.0961428","6,070.9924447","5,882.0590350","5,887.1716970"
Rwanda,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.6441841,8.3647366,8.3479576,6.7555747,6.8969326,6.5244699,6.7633414,6.5715985
Rwanda,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,11.8349981,10.2717590,8.6685686,9.4774637,8.1158896,7.6179147,6.3729606,6.2479997
Rwanda,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,51.5076218,49.7181053,54.1847305,45.5756989,49.1055679,49.7172890,50.5562859,50.3985291
Rwanda,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.1627677,2.3304706,2.1500216,2.2282848,2.2561882,2.1689072,2.2906258,2.2561231
Rwanda,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,25.2765350,26.1829605,25.7087231,26.8334351,28.2663727,27.4026489,25.7873211,25.3988953
Rwanda,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,340.3469063","1,421.1859381","1,549.2317526","1,613.8613501","1,725.8604330","1,852.6792350","1,936.8454634","2,044.7308287"
Sao Tome and Principe,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.8451195,6.7558980,6.4763889,7.9374986,6.7313314,5.3867855,6.2218914,6.2299914
Sao Tome and Principe,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,21.0657692,19.4735012,17.7848988,14.2552357,14.9583359,16.1161633,14.0482273,13.7765598
Sao Tome and Principe,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,46.7865334,44.6340332,46.8660698,49.7607460,47.9447174,51.0309639,42.9239616,38.9463348
Sao Tome and Principe,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.0475087,2.2491169,2.1099322,2.6623697,2.3651931,1.7034435,2.5436473,2.8410623
Sao Tome and Principe,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,49.9466133,52.2001686,46.2074814,31.5495186,30.4224281,34.5050125,31.7843437,26.3984032
Sao Tome and Principe,Gross Domestic Product (GDP) per Capita in PPP Int$,,"2,587.4613689","2,695.6315235","2,770.2934773","2,888.9848361","3,067.2317350","3,147.8941123","3,243.0560134","3,358.5484627"
Senegal,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.0004544,4.1934705,4.2277336,4.3749032,4.3960581,4.3825731,4.2727933,4.1340637
Senegal,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,48.6773338,50.7987976,52.7738648,55.2389374,50.4482689,50.8911438,51.1950302,52.3998184
Senegal,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,12.2201634,8.5025673,9.2934341,9.4224882,18.3477879,17.9848843,17.3316517,16.7129688
Senegal,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.1577808,1.3034742,1.2100781,1.1678749,1.0800368,1.0782070,1.0710297,0.8672701
Senegal,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,21.5522461,23.1372662,22.7607479,22.0356579,23.1003666,22.9659386,24.0308113,22.3054676
Senegal,Gross Domestic Product (GDP) per Capita in PPP Int$,,"2,668.7891258","2,684.3258644","2,791.3195165","2,834.2546981","2,988.7410685","3,120.5918655","3,256.7012908","3,461.2902191"
Seychelles,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.8277354,4.7991133,5.7310762,4.5080366,4.7375054,4.5882382,5.1787982,5.0067349
Seychelles,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,29.0268745,30.2755871,25.1141186,24.7550468,29.8334770,28.8886299,25.3070183,24.5994263
Seychelles,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,2.1024530,6.8766551,1.6344733,2.9336722,0.4525202,0.3386878,3.9171982,0.5881105
Seychelles,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.1060183,3.0136552,4.0201812,3.2052450,3.2896783,3.2453108,3.5810597,3.6571417
Seychelles,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,34.5749664,36.3391228,38.6045876,37.7895699,33.7928619,32.3555069,37.6880188,36.0692635
Seychelles,Gross Domestic Product (GDP) per Capita in PPP Int$,,"19,591.5877722","20,522.1688457","22,056.5631760","23,672.5028397","25,073.7355225","26,455.1785514","27,804.2965170","29,669.5101789"
Sierra Leone,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10.9433804,13.2813435,10.5904198,11.5677204,19.7274170,20.4134140,16.5259552,13.4209271
Sierra Leone,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,64.0202789,69.9541092,73.1880875,62.9009705,34.9683266,36.6962624,41.5520554,50.4125519
Sierra Leone,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,24.1425457,23.1321831,17.5644188,29.8464336,52.9849548,50.1755371,40.9937630,18.6642094
Sierra Leone,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.2722797,0.8890322,0.9520574,0.8062162,1.3374571,1.6406907,1.8463899,1.8436528
Sierra Leone,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20.2207375,21.5042191,20.3330441,15.6543169,17.6448097,20.7398777,23.3401070,23.3055077
Sierra Leone,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,175.4355347","1,246.2135910","1,429.5004438","1,716.4674227","1,788.0666076","1,414.7041930","1,547.8161512","1,530.1572067"
South Africa,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.4153514,7.4973149,7.7525559,7.7209549,7.9301486,8.2009096,8.0958281,8.1131182
South Africa,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,8.5064573,8.3988276,8.1213312,8.0651064,7.9054489,7.6985469,7.7487268,7.7669234
South Africa,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,2.9924412,2.4634833,2.0307093,1.9679208,2.5470126,2.4314802,1.9277192,1.9600418
South Africa,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.9136415,4.0811873,4.2617040,4.2112017,4.2595091,4.3919468,4.3568411,4.3527699
South Africa,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,31.4466476,30.8769169,31.3674564,31.5939636,31.8525219,32.9266548,32.6634636,32.6329422
South Africa,Gross Domestic Product (GDP) per Capita in PPP Int$,,"11,644.5667203","12,118.7420230","12,449.5139839","12,797.1082453","13,092.0189958","13,214.1142720","13,292.1549767","13,531.4086330"
South Sudan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,,,,,,,,9.7609949
South Sudan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,,,,,,,,19.1928139
South Sudan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,,,,,,,,68.1172409
South Sudan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,,,,,,,,0.8240227
South Sudan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,,,,,,,,39.1235695
South Sudan,Gross Domestic Product (GDP) per Capita in PPP Int$,,,,,,,,,"1,800.7111065"
Togo,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.9004149,5.9958859,6.1408262,6.2962718,6.3588948,6.2493744,6.5770268,6.1995125
Togo,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,62.0954742,61.8689842,57.5959816,55.3705864,54.0802651,54.5345841,50.4166489,58.4201279
Togo,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,5.9568510,8.5974608,10.7607794,17.4137001,16.1500320,16.6018372,20.7032814,13.7144089
Togo,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.5549583,1.4452682,1.6306138,1.3359536,1.3949845,1.2738806,1.3199642,1.0946604
Togo,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20.8835297,25.4930973,26.6917000,26.6612625,27.5095730,30.6546688,30.9891644,21.6638260
Togo,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,201.3051146","1,270.4182396","1,343.2664562","1,412.6025764","1,485.4041807","1,547.2111825","1,612.3502299","1,673.2012561"
Uganda,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10.5157490,8.9249430,7.8666611,7.2497287,6.9650865,6.7875004,6.4067864,6.2654405
Uganda,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,33.1338158,37.3618851,42.4477654,40.1464348,37.9138756,38.8798103,38.4210930,38.5869637
Uganda,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,50.0019493,46.4565697,37.5344544,35.9745369,45.2661171,43.8340378,43.1842918,43.2217445
Uganda,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.4323351,1.3458450,1.3233037,1.2916323,1.0138242,1.0188559,1.0109086,0.9714049
Uganda,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,18.8359337,17.1650391,16.5062447,16.7286511,18.0947914,19.8401699,19.6854134,18.9161568
Uganda,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,595.6470326","1,820.3532819","1,706.5728598","1,743.0554160","1,820.4966299","1,855.6436902","1,918.3174230","1,957.9276097"
